trial_id,subject,block,trial_in_block,condition,stimulus_category,rt_ms,accuracy,confidence,pupil_baseline_mm,pupil_peak_mm,theta_power_db,alpha_power_db,n170_uv,p300_uv
2046,S18,1,6,congruent,face,662.0,1,3.9,3.03,3.4,5.66,10.51,-4.29,8.33
2047,S18,1,7,congruent,house,586.1,1,3.4,3.53,3.91,2.98,11.99,-2.69,6.25
2048,S18,1,8,congruent,house,643.0,1,3.7,2.96,3.3,4.54,11.02,-2.43,7.35
2049,S18,1,9,incongruent,face,620.3,1,4.7,3.5,4.12,5.38,5.78,-5.53,6.29
2050,S18,1,10,incongruent,house,659.3,1,5.0,2.48,3.01,4.94,8.33,-1.85,3.96
2051,S18,1,11,incongruent,house,717.5,1,5.0,2.78,3.19,4.62,7.22,-2.36,4.03
2052,S18,1,12,incongruent,house,695.3,1,4.8,3.32,3.78,5.89,9.8,-3.17,5.63
2053,S18,1,13,incongruent,house,694.9,1,4.9,3.27,3.8,5.65,7.46,-3.54,4.28
2054,S18,1,14,congruent,face,653.7,1,4.9,3.12,3.4,4.87,8.53,-3.64,6.3
2055,S18,1,15,incongruent,face,632.9,1,3.2,3.18,3.7,6.28,6.95,-5.83,6.45
2056,S18,1,16,incongruent,face,662.1,1,4.7,3.17,3.72,4.88,9.2,-5.29,4.48
2057,S18,1,17,incongruent,house,726.1,1,3.8,3.13,3.67,5.75,9.41,-3.74,5.55
2058,S18,1,18,congruent,face,637.1,1,4.9,2.49,2.98,3.75,7.96,-4.0,7.67
2059,S18,1,19,congruent,house,587.4,1,3.9,2.97,3.17,4.88,9.86,-1.62,5.0
2060,S18,1,20,congruent,house,677.4,0,3.3,3.21,3.61,6.17,10.11,-3.71,7.69
2061,S18,1,21,congruent,house,639.9,1,3.7,3.22,3.54,5.58,8.82,-3.69,9.47
2062,S18,1,22,congruent,house,622.0,1,4.1,3.44,3.85,4.89,9.84,-4.82,6.35
2063,S18,1,23,incongruent,house,789.2,1,4.5,3.39,3.96,5.64,9.1,-3.05,6.02
2064,S18,1,24,congruent,house,651.3,1,4.2,3.49,3.83,6.19,10.2,-2.76,6.96
2065,S18,1,25,incongruent,house,717.8,1,4.4,3.24,3.75,6.51,9.15,-2.43,3.21
2066,S18,1,26,incongruent,house,694.7,1,4.8,2.71,3.12,6.11,8.3,-1.81,3.12
2067,S18,1,27,congruent,house,644.8,1,2.7,3.14,3.54,5.61,9.57,-1.92,7.48
2068,S18,1,28,congruent,house,620.7,1,4.1,3.12,3.52,3.83,9.63,-1.83,6.65
2069,S18,1,29,incongruent,house,630.0,1,4.8,3.04,3.57,5.67,9.42,-3.29,4.8
2070,S18,1,30,incongruent,house,663.7,1,2.5,3.12,3.61,4.39,8.78,-3.08,7.19
2071,S18,2,1,congruent,face,673.4,1,4.1,3.53,3.91,5.16,8.91,-3.61,6.74
2072,S18,2,2,incongruent,face,650.2,0,3.0,2.87,3.44,5.73,7.1,-4.79,6.27
2073,S18,2,3,congruent,house,573.8,1,4.1,3.12,3.42,5.05,12.06,-2.45,8.29
2074,S18,2,4,congruent,house,577.0,1,3.3,3.15,3.61,5.01,9.63,-3.49,7.3
2075,S18,2,5,congruent,face,651.7,1,3.8,3.03,3.37,5.41,9.6,-5.04,5.81
2076,S18,2,6,incongruent,face,679.8,1,4.0,3.11,3.64,5.15,9.93,-4.78,5.58
2077,S18,2,7,congruent,face,561.7,1,5.0,3.16,3.62,5.5,10.58,-4.5,9.05
2078,S18,2,8,incongruent,house,680.1,1,4.0,3.11,3.64,5.97,11.29,-3.91,7.0
2079,S18,2,9,incongruent,house,663.2,1,4.0,2.67,3.34,5.04,9.3,-3.75,3.53
2080,S18,2,10,congruent,house,596.5,0,2.9,2.73,3.1,4.81,7.02,-3.22,7.46
2081,S18,2,11,congruent,face,630.7,1,4.1,3.31,3.6,4.76,10.78,-5.16,7.44
2082,S18,2,12,incongruent,house,671.0,1,2.4,2.97,3.53,5.86,8.57,-3.8,6.28
2083,S18,2,13,congruent,face,628.3,1,4.9,2.95,3.41,5.82,10.66,-4.48,10.37
2084,S18,2,14,congruent,house,634.0,1,3.3,3.42,3.74,5.54,11.39,-2.1,5.83
2085,S18,2,15,congruent,face,606.0,1,3.9,2.95,3.29,5.75,9.33,-2.44,6.0
2086,S18,2,16,incongruent,house,658.7,1,4.2,3.63,4.13,6.77,9.34,-1.86,3.69
2087,S18,2,17,incongruent,face,677.8,1,4.0,3.37,3.95,4.84,6.32,-3.8,7.61
2088,S18,2,18,incongruent,face,760.6,1,2.7,2.71,3.3,5.79,10.38,-5.5,5.57
2089,S18,2,19,congruent,face,594.0,1,4.2,3.18,3.56,5.74,7.96,-6.11,8.22
2090,S18,2,20,incongruent,face,649.1,1,3.7,2.74,3.22,6.15,8.6,-3.8,4.71
2091,S18,2,21,incongruent,face,706.8,1,2.6,3.18,3.77,5.31,10.04,-5.15,6.34
2092,S18,2,22,congruent,house,624.9,1,4.0,3.51,3.9,6.4,10.34,-3.35,5.98
2093,S18,2,23,congruent,face,589.8,1,4.3,3.59,3.95,3.55,8.3,-4.04,6.93
2094,S18,2,24,congruent,house,666.4,1,3.9,3.37,3.66,5.58,9.66,-4.15,7.63
2095,S18,2,25,congruent,house,693.5,1,3.3,3.06,3.39,4.43,10.16,-3.23,6.3
2096,S18,2,26,incongruent,house,648.2,1,3.6,2.8,3.39,6.9,10.48,-2.37,4.5
2097,S18,2,27,incongruent,house,575.5,1,4.6,2.82,3.38,5.96,7.45,-2.61,4.54
2098,S18,2,28,congruent,face,641.3,1,4.2,3.17,3.44,4.88,8.44,-3.27,7.76
2099,S18,2,29,incongruent,house,663.4,0,2.7,2.7,3.11,6.13,7.53,-3.77,5.26
2100,S18,2,30,congruent,house,663.1,1,3.5,3.34,3.76,3.91,10.3,-3.42,5.76
2101,S18,3,1,incongruent,house,668.4,1,4.7,2.92,3.41,6.16,7.38,-1.71,3.15
2102,S18,3,2,congruent,house,551.3,1,5.0,3.36,3.81,3.89,8.74,-2.36,7.8
2103,S18,3,3,congruent,house,572.3,1,3.8,3.11,3.47,5.67,8.86,-1.53,5.01
2104,S18,3,4,congruent,house,546.0,1,5.0,3.27,3.67,4.17,9.12,-1.36,7.46
2105,S18,3,5,congruent,house,610.5,1,4.3,3.06,3.3,5.57,10.53,-3.31,8.45
2106,S18,3,6,congruent,face,623.1,1,4.6,3.17,3.52,6.29,8.52,-3.55,6.68
2107,S18,3,7,incongruent,house,664.2,1,4.3,2.94,3.57,6.2,8.68,-1.6,4.24
2108,S18,3,8,congruent,face,591.9,1,3.8,3.29,3.7,4.64,11.6,-5.05,4.83
2109,S18,3,9,incongruent,face,733.3,0,1.9,2.86,3.26,5.97,7.01,-3.8,4.97
2110,S18,3,10,congruent,house,646.1,1,4.9,2.94,3.3,4.46,10.2,-3.48,6.21
2111,S18,3,11,congruent,house,623.3,0,2.8,2.96,3.33,4.26,10.68,-2.99,7.09
2112,S18,3,12,incongruent,house,750.3,0,3.0,2.93,3.52,5.51,7.37,-2.9,5.67
2113,S18,3,13,incongruent,house,675.0,1,5.0,2.77,3.46,5.68,9.9,-2.57,2.98
2114,S18,3,14,congruent,face,587.6,1,3.1,2.89,3.26,5.23,9.93,-5.28,4.56
2115,S18,3,15,congruent,house,607.7,1,3.8,3.2,3.54,5.89,11.11,-2.52,4.06
2116,S18,3,16,congruent,face,586.5,1,4.2,3.15,3.38,5.46,9.42,-3.94,7.84
2117,S18,3,17,congruent,house,616.8,1,3.5,3.46,3.75,6.68,8.86,-1.64,6.29
2118,S18,3,18,congruent,house,621.4,1,2.1,3.73,4.09,2.84,10.36,-2.01,5.8
2119,S18,3,19,congruent,house,677.3,1,5.0,3.38,3.72,3.8,9.73,-2.17,6.88
2120,S18,3,20,incongruent,face,705.1,1,3.9,3.23,3.94,4.66,9.18,-2.47,3.76
2121,S18,3,21,incongruent,house,611.7,1,3.9,3.08,3.59,6.62,9.07,-3.16,4.78
2122,S18,3,22,congruent,face,562.6,1,4.2,3.2,3.66,5.07,8.83,-5.31,7.21
2123,S18,3,23,incongruent,face,678.0,1,4.3,3.06,3.52,5.27,9.62,-4.72,3.52
2124,S18,3,24,incongruent,house,635.8,1,4.4,3.1,3.43,5.97,10.79,-1.91,2.43
2125,S18,3,25,incongruent,face,617.7,1,4.4,3.12,3.6,6.63,8.55,-5.87,7.13
2126,S18,3,26,incongruent,house,728.4,1,5.0,3.02,3.55,6.2,8.84,-1.9,1.27
2127,S18,3,27,congruent,face,604.9,1,4.7,2.97,3.35,4.87,10.0,-2.87,7.07
2128,S18,3,28,congruent,house,629.7,1,4.0,3.03,3.43,4.97,9.05,-2.92,4.66
2129,S18,3,29,incongruent,house,759.6,1,3.4,3.15,3.7,5.54,9.0,-3.05,8.02
2130,S18,3,30,incongruent,face,681.5,1,4.7,3.4,3.84,5.34,9.14,-4.28,6.05
2131,S18,4,1,incongruent,face,653.3,1,3.6,3.77,4.4,6.28,7.35,-3.39,6.25
2132,S18,4,2,congruent,house,560.0,1,4.0,2.97,3.42,4.28,9.45,-3.35,7.51
2133,S18,4,3,incongruent,face,588.7,1,4.6,3.29,3.76,6.07,8.38,-2.94,5.22
2134,S18,4,4,congruent,face,651.5,1,3.9,3.18,3.43,4.95,10.04,-3.94,5.96
2135,S18,4,5,congruent,house,595.1,1,4.3,3.02,3.48,5.11,10.09,-2.44,7.83
2136,S18,4,6,congruent,house,541.8,1,4.2,3.27,3.6,3.62,7.27,-3.64,7.52
2137,S18,4,7,incongruent,house,630.8,1,5.0,2.77,3.47,7.01,11.76,-2.32,4.92
2138,S18,4,8,congruent,face,652.1,1,3.3,3.03,3.33,5.77,8.66,-4.2,8.18
2139,S18,4,9,incongruent,face,683.5,1,4.8,3.42,3.8,6.93,7.76,-3.71,5.51
2140,S18,4,10,incongruent,house,668.9,1,4.5,3.03,3.45,4.98,7.65,-3.22,6.08
2141,S18,4,11,congruent,face,605.8,1,4.1,3.45,3.7,6.06,10.55,-4.32,8.46
2142,S18,4,12,congruent,face,624.1,1,4.8,2.92,3.28,5.38,10.66,-5.12,7.85
2143,S18,4,13,incongruent,house,644.5,1,4.1,2.97,3.5,5.72,9.95,-4.31,5.26
2144,S18,4,14,congruent,face,549.8,1,3.8,3.1,3.46,4.51,8.68,-4.7,7.22
2145,S18,4,15,congruent,house,651.2,1,4.5,3.4,3.7,5.56,8.5,-2.57,6.46
2146,S18,4,16,congruent,house,578.7,1,5.0,2.86,3.23,5.5,9.64,-1.34,6.2
2147,S18,4,17,incongruent,house,683.9,1,4.5,2.94,3.42,6.02,10.88,-2.07,7.99
2148,S18,4,18,congruent,house,646.6,1,5.0,3.41,3.68,5.46,10.32,-2.89,4.32
2149,S18,4,19,congruent,face,545.3,1,4.6,2.95,3.32,4.15,9.76,-3.79,4.81
2150,S18,4,20,congruent,face,554.2,1,4.2,3.09,3.44,5.13,9.81,-4.8,5.91
2151,S18,4,21,congruent,house,715.9,0,3.1,3.22,3.69,4.33,11.61,-2.85,10.3
2152,S18,4,22,incongruent,face,610.9,1,5.0,3.12,3.65,6.2,8.19,-4.51,4.08
2153,S18,4,23,incongruent,face,673.8,1,4.1,2.79,3.24,6.07,7.66,-6.37,5.94
2154,S18,4,24,congruent,face,639.6,1,3.9,3.11,3.38,4.32,9.09,-5.44,7.8
2155,S18,4,25,congruent,face,586.0,1,3.8,3.2,3.61,6.58,10.78,-5.94,6.3
2156,S18,4,26,congruent,house,649.1,1,3.7,2.79,3.1,4.5,9.62,-3.89,8.17
2157,S18,4,27,congruent,house,624.4,1,5.0,3.5,3.86,4.3,9.2,-3.15,6.65
2158,S18,4,28,congruent,house,666.2,1,4.2,2.81,3.11,4.94,8.56,-2.4,7.93
2159,S18,4,29,incongruent,house,594.2,1,3.0,3.06,3.64,5.95,7.67,-3.8,5.8
2160,S18,4,30,congruent,face,561.4,1,3.0,3.26,3.55,4.96,9.3,-3.14,7.14
2161,S19,1,1,incongruent,face,792.0,0,2.9,2.89,3.37,6.18,7.54,-4.3,7.41
2162,S19,1,2,congruent,face,592.0,1,5.0,3.23,3.69,4.71,10.27,-4.72,4.9
2163,S19,1,3,incongruent,house,721.0,0,3.3,3.08,3.6,5.8,9.78,-2.7,5.3
2164,S19,1,4,incongruent,face,786.2,1,4.2,2.94,3.39,6.3,8.41,-3.68,3.51
2165,S19,1,5,congruent,house,649.0,1,4.6,2.77,3.26,5.24,9.16,-3.8,8.18
2166,S19,1,6,congruent,face,662.3,1,3.4,3.23,3.57,4.88,12.25,-3.43,8.1
2167,S19,1,7,incongruent,house,713.0,1,3.8,2.59,3.18,4.81,10.28,-2.74,5.58
2168,S19,1,8,congruent,house,715.0,1,4.1,2.88,3.31,4.22,8.13,-2.2,8.51
2169,S19,1,9,incongruent,face,676.9,1,4.9,3.03,3.48,4.68,9.71,-5.44,5.92
2170,S19,1,10,incongruent,face,673.0,1,4.0,3.35,3.82,5.06,8.32,-3.02,7.66
2171,S19,1,11,incongruent,house,755.5,1,4.3,3.09,3.72,6.68,8.07,-2.53,4.6
2172,S19,1,12,incongruent,house,735.4,0,3.0,3.34,3.99,5.9,9.34,-3.81,7.62
2173,S19,1,13,congruent,face,644.4,1,4.6,3.32,3.81,5.07,11.51,-3.24,6.72
2174,S19,1,14,congruent,face,652.8,1,5.0,2.91,3.27,5.02,10.53,-4.69,5.58
2175,S19,1,15,incongruent,house,625.0,1,4.7,3.57,4.17,6.18,9.64,-2.89,6.12
2176,S19,1,16,incongruent,face,647.5,1,5.0,2.79,3.22,6.11,8.1,-3.81,6.79
2177,S19,1,17,congruent,face,698.3,0,2.9,3.09,3.48,4.68,7.44,-3.55,7.77
2178,S19,1,18,incongruent,face,718.6,1,3.3,3.08,3.6,6.86,9.95,-5.18,5.88
2179,S19,1,19,congruent,house,652.1,1,3.7,3.54,3.86,3.93,9.37,-2.05,5.68
2180,S19,1,20,incongruent,face,720.9,1,3.7,3.19,3.77,5.32,8.78,-4.58,6.42
2181,S19,1,21,incongruent,face,717.1,1,4.4,3.22,3.94,5.46,8.43,-4.95,3.95
2182,S19,1,22,congruent,house,682.5,1,4.3,3.03,3.35,4.26,9.33,-4.0,8.7
2183,S19,1,23,incongruent,face,708.6,1,4.2,2.95,3.56,5.99,9.84,-5.04,3.46
2184,S19,1,24,incongruent,face,652.3,1,2.6,2.98,3.46,5.47,8.91,-3.9,6.3
2185,S19,1,25,incongruent,house,802.5,0,2.7,3.07,3.57,5.95,8.03,-3.49,2.37
2186,S19,1,26,congruent,face,688.5,1,4.0,3.17,3.45,4.92,10.47,-3.99,8.17
2187,S19,1,27,incongruent,face,663.5,1,5.0,3.18,3.72,5.1,8.49,-3.58,5.42
2188,S19,1,28,congruent,house,639.7,1,4.6,3.23,3.63,4.07,10.33,-1.63,6.43
2189,S19,1,29,congruent,face,677.8,1,4.7,2.73,3.1,5.4,9.76,-3.2,6.58
2190,S19,1,30,congruent,face,566.8,1,4.5,3.29,3.54,5.72,8.23,-4.42,6.0
2191,S19,2,1,incongruent,face,726.1,1,4.4,2.96,3.52,7.06,9.39,-3.35,3.17
2192,S19,2,2,congruent,house,640.5,1,4.1,3.13,3.44,5.03,9.79,-2.0,7.12
2193,S19,2,3,congruent,house,677.6,1,2.6,3.23,3.52,4.84,10.45,-1.37,9.38
2194,S19,2,4,incongruent,face,636.4,1,4.3,2.8,3.33,6.12,7.12,-5.29,4.5
2195,S19,2,5,congruent,house,637.9,1,5.0,2.86,3.17,5.37,11.19,-2.29,9.33
2196,S19,2,6,incongruent,house,608.6,1,4.2,2.96,3.6,6.38,7.29,-1.35,6.72
2197,S19,2,7,congruent,face,703.2,1,4.4,3.37,3.73,5.35,9.52,-5.08,5.67
2198,S19,2,8,congruent,house,624.0,1,4.2,2.97,3.24,4.95,10.92,-2.68,5.31
2199,S19,2,9,incongruent,face,795.2,1,3.4,3.31,3.87,4.89,8.94,-2.38,7.07
2200,S19,2,10,incongruent,house,708.2,1,2.9,2.68,3.22,5.82,6.99,-2.31,6.92
2201,S19,2,11,incongruent,face,721.3,1,2.9,2.87,3.37,5.1,10.36,-3.67,3.85
2202,S19,2,12,congruent,house,703.5,1,4.7,3.45,3.9,5.03,11.5,-3.22,10.28
2203,S19,2,13,congruent,face,624.3,1,4.5,2.87,3.15,4.76,10.73,-6.13,6.29
2204,S19,2,14,incongruent,house,652.2,1,3.3,2.87,3.39,7.01,8.43,-4.43,3.44
2205,S19,2,15,incongruent,face,749.1,0,2.9,3.17,3.64,5.8,7.17,-2.95,3.96
2206,S19,2,16,incongruent,house,661.0,0,2.6,3.85,4.37,5.12,8.67,-4.2,5.17
2207,S19,2,17,congruent,house,693.3,1,4.0,3.15,3.45,5.18,10.74,-2.16,6.59
2208,S19,2,18,incongruent,house,696.0,1,5.0,2.82,3.22,5.09,9.66,-1.42,4.48
2209,S19,2,19,congruent,house,647.4,0,4.3,3.06,3.32,6.62,10.47,-1.9,9.15
2210,S19,2,20,congruent,face,684.5,1,4.6,3.09,3.45,4.98,8.92,-3.8,7.5
2211,S19,2,21,incongruent,house,797.6,1,4.0,3.21,3.86,5.04,11.62,-3.47,6.66
2212,S19,2,22,congruent,face,638.3,0,3.5,2.78,3.02,5.71,11.55,-4.97,8.2
2213,S19,2,23,incongruent,face,755.7,1,4.5,2.79,3.22,6.52,9.26,-4.44,8.07
2214,S19,2,24,incongruent,face,715.4,1,4.0,2.89,3.43,5.04,7.16,-6.56,5.63
2215,S19,2,25,incongruent,house,738.8,1,3.3,3.08,3.55,5.83,7.96,-2.8,4.92
2216,S19,2,26,incongruent,house,781.2,1,4.5,2.94,3.49,5.51,9.24,-2.05,4.7
2217,S19,2,27,congruent,face,617.8,1,3.8,3.47,4.05,4.5,9.75,-3.26,6.43
2218,S19,2,28,incongruent,house,785.8,1,4.3,3.46,4.05,5.67,8.03,-3.19,7.09
2219,S19,2,29,congruent,house,732.1,1,4.8,3.16,3.67,5.43,10.06,-2.88,6.78
2220,S19,2,30,congruent,house,591.1,1,3.7,2.97,3.32,4.94,10.01,-0.96,7.73
2221,S19,3,1,congruent,house,687.9,1,3.7,3.64,3.93,3.34,9.15,-4.71,5.47
2222,S19,3,2,congruent,face,642.2,1,4.9,2.63,2.98,4.67,10.39,-3.95,8.46
2223,S19,3,3,incongruent,house,726.2,1,4.7,3.18,3.73,5.67,9.69,-0.67,5.06
2224,S19,3,4,congruent,face,620.8,1,2.6,3.07,3.5,4.53,9.62,-2.19,7.26
2225,S19,3,5,congruent,face,629.3,0,3.0,3.03,3.48,4.14,9.15,-4.08,7.28
2226,S19,3,6,incongruent,house,599.1,1,4.0,3.32,3.9,5.87,9.58,-1.35,7.01
2227,S19,3,7,incongruent,house,679.3,1,4.1,3.01,3.34,5.24,9.61,-2.76,4.31
2228,S19,3,8,congruent,face,646.1,1,3.7,3.32,3.59,4.55,11.44,-5.32,5.88
2229,S19,3,9,congruent,house,658.8,1,4.1,3.02,3.28,4.39,8.14,-1.96,7.93
2230,S19,3,10,congruent,house,672.5,1,4.2,3.45,3.73,4.66,9.44,-2.05,4.79
2231,S19,3,11,congruent,house,731.4,1,3.7,3.26,3.71,4.4,7.6,-4.53,7.17
2232,S19,3,12,incongruent,house,649.1,1,3.9,3.58,4.29,6.0,10.28,-1.83,3.61
2233,S19,3,13,incongruent,face,687.9,1,4.2,3.38,4.01,4.47,5.99,-3.14,7.08
2234,S19,3,14,congruent,face,658.2,1,4.7,3.02,3.46,4.66,9.69,-4.1,5.6
2235,S19,3,15,congruent,face,600.5,1,4.5,3.09,3.5,5.13,8.36,-3.76,6.04
2236,S19,3,16,congruent,face,659.9,1,4.3,2.87,3.25,4.74,8.41,-5.14,10.21
2237,S19,3,17,incongruent,house,680.4,1,3.7,2.83,3.35,5.67,8.7,-3.59,4.85
2238,S19,3,18,congruent,house,625.2,1,5.0,3.43,3.95,4.5,12.01,-2.47,8.18
2239,S19,3,19,incongruent,face,728.0,1,2.9,3.07,3.67,5.89,9.16,-5.05,5.76
2240,S19,3,20,congruent,house,758.1,0,2.4,3.33,3.72,5.07,12.46,-2.23,8.48
2241,S19,3,21,congruent,face,592.9,1,2.2,3.17,3.55,4.75,9.29,-5.55,8.74
2242,S19,3,22,congruent,house,608.9,0,3.0,3.01,3.33,4.9,11.61,-2.23,6.75
2243,S19,3,23,incongruent,house,725.7,1,4.5,2.99,3.43,6.33,11.01,-3.79,5.65
2244,S19,3,24,congruent,face,680.4,1,5.0,3.02,3.51,6.04,10.04,-4.26,6.93
2245,S19,3,25,incongruent,face,656.3,1,3.9,2.67,3.27,6.44,7.84,-3.27,3.18
2246,S19,3,26,incongruent,house,701.9,1,4.2,3.08,3.58,5.62,10.84,-3.28,8.56
2247,S19,3,27,incongruent,house,733.3,1,5.0,3.24,3.75,6.66,7.98,-3.27,6.19
2248,S19,3,28,congruent,house,667.1,1,3.9,3.38,3.76,4.29,8.88,-1.19,5.79
2249,S19,3,29,congruent,house,677.0,1,3.4,3.57,3.84,4.51,10.45,-2.92,7.6
2250,S19,3,30,incongruent,face,686.1,1,4.6,2.96,3.41,5.85,7.03,-3.02,5.62
2251,S19,4,1,congruent,face,612.1,1,4.4,2.9,3.29,5.28,10.56,-4.05,8.38
2252,S19,4,2,congruent,face,652.2,1,3.7,2.85,3.32,5.32,10.22,-4.89,9.07
2253,S19,4,3,congruent,face,614.8,1,3.3,2.91,3.5,5.56,8.52,-5.38,4.46
2254,S19,4,4,congruent,face,673.4,1,2.8,2.77,3.12,6.85,10.46,-3.93,5.09
2255,S19,4,5,incongruent,face,691.1,1,3.8,2.91,3.36,6.67,7.54,-4.58,5.35
2256,S19,4,6,incongruent,face,657.3,0,2.5,3.06,3.72,5.02,9.47,-3.3,5.83
2257,S19,4,7,incongruent,house,707.0,1,3.9,3.14,3.74,5.51,6.67,-2.19,3.89
2258,S19,4,8,congruent,face,640.5,1,3.4,2.97,3.3,3.86,10.73,-5.93,8.34
2259,S19,4,9,incongruent,house,723.1,1,3.8,3.17,3.76,5.04,9.62,-5.33,2.7
2260,S19,4,10,congruent,face,621.8,0,2.9,3.0,3.28,3.75,7.04,-3.56,6.21
2261,S19,4,11,incongruent,house,723.6,1,4.1,3.12,3.62,4.84,10.12,-1.11,7.72
2262,S19,4,12,congruent,house,619.6,1,4.0,3.09,3.37,3.86,10.06,-6.23,6.66
2263,S19,4,13,congruent,face,687.7,1,3.9,2.82,3.11,5.1,7.42,-2.91,6.34
2264,S19,4,14,congruent,face,560.4,1,2.8,3.36,3.7,5.3,9.48,-3.83,6.33
2265,S19,4,15,congruent,face,658.9,1,5.0,3.52,3.74,4.8,8.91,-3.02,6.36
2266,S19,4,16,congruent,house,547.4,1,5.0,3.11,3.39,5.07,8.74,-2.98,4.77
2267,S19,4,17,incongruent,house,758.0,1,4.5,3.09,3.69,5.09,8.32,-2.29,5.01
2268,S19,4,18,congruent,house,645.2,1,5.0,2.94,3.16,4.4,8.92,-1.87,8.09
2269,S19,4,19,congruent,face,574.0,1,4.1,3.3,3.7,5.33,7.55,-4.93,8.13
2270,S19,4,20,congruent,face,567.4,1,3.7,3.37,3.72,4.71,11.04,-5.6,8.81
2271,S19,4,21,incongruent,house,715.3,1,3.6,3.01,3.46,7.07,8.62,-1.54,6.84
2272,S19,4,22,congruent,face,634.5,1,4.5,3.13,3.36,3.63,11.21,-6.93,7.07
2273,S19,4,23,incongruent,house,656.3,0,3.0,3.79,4.33,6.64,7.4,-1.68,5.72
2274,S19,4,24,congruent,face,653.4,1,4.3,2.9,3.21,5.47,9.94,-5.83,7.52
2275,S19,4,25,incongruent,house,671.4,1,3.7,3.48,4.04,6.58,12.67,-2.65,7.5
2276,S19,4,26,congruent,house,709.1,1,4.1,3.23,3.65,4.01,8.96,-2.09,6.29
2277,S19,4,27,incongruent,house,702.2,1,4.5,3.22,3.68,5.41,10.31,-3.24,4.85
2278,S19,4,28,incongruent,face,694.3,1,2.7,2.83,3.25,6.25,6.31,-4.38,6.41
2279,S19,4,29,congruent,face,656.2,0,2.8,2.54,2.99,5.18,9.36,-6.28,6.38
2280,S19,4,30,congruent,house,597.9,1,3.7,2.98,3.4,5.08,9.41,-3.32,6.16
2281,S20,1,1,congruent,face,481.7,1,4.5,2.42,2.7,5.23,9.87,-4.71,7.71
2282,S20,1,2,incongruent,house,630.2,0,2.5,3.51,3.96,6.37,12.78,-3.19,4.72
2283,S20,1,3,congruent,face,584.4,1,4.1,3.22,3.45,2.75,9.35,-5.45,8.7
2284,S20,1,4,congruent,face,495.3,1,4.4,3.09,3.52,5.6,8.58,-2.69,10.27
2285,S20,1,5,congruent,face,526.3,1,3.7,3.43,3.74,4.11,8.29,-5.06,7.57
2286,S20,1,6,incongruent,house,556.9,1,4.2,3.14,3.67,5.89,7.51,-3.78,6.08
2287,S20,1,7,incongruent,house,598.5,1,3.6,2.97,3.39,4.73,10.59,-5.47,5.7
2288,S20,1,8,congruent,house,526.5,1,5.0,3.12,3.49,6.19,10.48,-2.75,9.06
2289,S20,1,9,incongruent,house,573.8,1,3.9,3.4,3.87,6.58,8.18,-3.55,7.6
2290,S20,1,10,incongruent,face,588.8,1,2.9,3.2,3.75,5.28,7.49,-4.56,5.23
2291,S20,1,11,incongruent,house,572.5,1,5.0,3.18,3.74,6.41,8.5,-2.43,5.81
2292,S20,1,12,incongruent,face,599.6,0,3.2,2.71,3.17,4.2,9.41,-4.69,5.71
2293,S20,1,13,incongruent,face,588.6,1,4.5,3.36,3.88,4.97,10.05,-5.22,5.36
2294,S20,1,14,incongruent,face,630.7,1,4.7,3.09,3.5,6.07,7.64,-2.01,6.15
2295,S20,1,15,congruent,face,536.5,1,2.7,2.99,3.3,5.26,10.32,-3.62,9.29
2296,S20,1,16,incongruent,house,499.2,1,3.5,3.18,3.64,5.33,7.87,-4.64,5.0
2297,S20,1,17,congruent,face,489.0,1,3.4,2.96,3.25,4.7,8.14,-4.16,8.36
2298,S20,1,18,incongruent,house,605.3,1,4.2,3.28,3.72,5.94,10.15,-1.79,6.96
2299,S20,1,19,incongruent,house,520.6,1,4.0,3.08,3.56,4.74,11.61,-2.8,6.39
2300,S20,1,20,incongruent,face,538.4,1,4.1,3.08,3.66,5.21,8.5,-3.48,6.16
2301,S20,1,21,congruent,house,483.4,1,3.9,2.9,3.19,4.65,9.15,-3.22,8.1
2302,S20,1,22,incongruent,house,568.4,1,4.1,2.98,3.36,4.59,9.04,-0.67,7.19
2303,S20,1,23,incongruent,house,561.5,1,3.7,3.61,3.96,5.52,8.38,-1.96,6.81
2304,S20,1,24,congruent,face,560.9,1,5.0,3.24,3.47,4.64,10.16,-3.71,8.49
2305,S20,1,25,congruent,face,490.5,1,5.0,3.3,3.58,4.54,9.01,-4.49,4.74
2306,S20,1,26,congruent,face,581.6,1,4.7,3.1,3.36,4.84,7.31,-4.31,7.91
2307,S20,1,27,congruent,house,560.7,1,4.4,3.04,3.54,3.85,10.93,-2.46,10.62
2308,S20,1,28,incongruent,house,622.7,1,3.4,2.88,3.31,5.97,9.48,-2.91,8.32
2309,S20,1,29,incongruent,face,471.3,1,4.0,3.34,3.78,6.02,8.45,-3.89,6.77
2310,S20,1,30,congruent,face,604.4,1,4.1,3.15,3.43,4.22,8.76,-2.77,7.7
2311,S20,2,1,incongruent,face,570.6,1,4.2,3.44,3.79,4.04,9.03,-3.46,6.8
2312,S20,2,2,incongruent,face,607.2,1,4.3,3.43,3.89,4.38,8.2,-3.74,8.91
2313,S20,2,3,incongruent,face,541.7,1,4.5,3.04,3.54,6.1,8.4,-5.64,8.4
2314,S20,2,4,congruent,face,554.0,1,4.8,3.61,3.88,4.57,8.12,-5.02,6.3
2315,S20,2,5,congruent,face,482.2,1,3.5,3.06,3.26,4.63,7.44,-4.15,7.41
